-5.3000	9.3538
-5.3256	9.3948
-5.3511	9.4357
-5.3876	9.4722
-5.4131	9.5131
-5.4387	9.5541
-5.4643	9.5950
-5.4898	9.6360
-5.5154	9.6769
-5.5518	9.7134
-5.5774	9.7543
-5.6030	9.7953
-5.6231	9.8385
-5.6432	9.8817
-5.6692	9.9224
-5.7052	9.9591
-5.7308	10.0000

-5.7154	10.1385
-5.7121	10.0890
-5.6846	10.0495
-5.6510	10.0125
-5.6259	9.9721
-5.6008	9.9316
-5.5757	9.8911
-5.5506	9.8506
-5.5255	9.8102
-5.4896	9.7742
-5.4645	9.7337
-5.4394	9.6932
-5.4143	9.6528
-5.3783	9.6168
-5.3615	9.5729
-5.3282	9.5358
-5.3031	9.4954
-5.2671	9.4594
-5.2420	9.4189
-5.2077	9.3823
-5.1809	9.3425
-5.1559	9.3020
-5.1308	9.2615

-4.9462	9.0769
-4.9105	9.0413
-4.8749	9.0057
-4.8502	8.9656
-4.8146	8.9299
-4.7923	8.8888
-4.7760	8.8452
-4.7512	8.8051
-4.7156	8.7694
-4.7017	8.7248
-4.6879	8.6802
-4.6692	8.6375
-4.6493	8.5954
-4.6091	8.5707
-4.5690	8.5459
-4.5334	8.5103
-4.5000	8.4738
-4.4730	8.4346
-4.4692	8.3858
-4.4538	8.3418
-4.4538	8.2914
-4.4502	8.2425
-4.4364	8.1979
-4.3979	8.1692
-4.3539	8.1846
-4.3154	8.2055
-4.3000	8.2495
-4.2855	8.2932
-4.3000	8.3375
-4.2759	8.3779
-4.2538	8.4192
-4.2595	8.4672
-4.2734	8.5118
-4.2872	8.5564
-4.3011	8.6011
-4.3258	8.6412
-4.3462	8.6832
-4.3615	8.7272
-4.3769	8.7712
-4.3923	8.8152
-4.4169	8.8553
-4.4385	8.8968
-4.4555	8.9401
-4.4694	8.9847
-4.4941	9.0249
-4.5154	9.0664
-4.5436	9.1051
-4.5615	9.1480
-4.5769	9.1920
-4.5923	9.2360
-4.6099	9.2791
-4.6346	9.3193
-4.6485	9.3639
-4.6692	9.4057
-4.7035	9.4308
-4.7471	9.4144
-4.7769	9.3764
-4.8075	9.3387
-4.8322	9.2985
-4.8538	9.2571
-4.8817	9.2183
-4.9173	9.1827
-4.9529	9.1471
-4.9934	9.1231
-5.0377	9.1085
-5.0868	9.1055
-5.1270	9.0807
-5.1462	9.0383
-5.1159	9.0005
-5.0802	8.9649
-5.0408	8.9385
-5.0045	8.9045
-4.9689	8.8689
-4.9333	8.8333
-4.8976	8.7976
-4.8729	8.7575
-4.8373	8.7219
-4.8125	8.6818
-4.7769	8.6462

-4.8538	8.3846
-4.8982	8.4000
-4.9426	8.4154
-4.9869	8.4308
-5.0249	8.4615
-5.0693	8.4769
-5.1137	8.4923
-5.1500	8.5270
-5.1859	8.5628
-5.2109	8.6032
-5.2468	8.6391
-5.2718	8.6795
-5.2968	8.7199
-5.3327	8.7557
-5.3577	8.7961
-5.3935	8.8320
-5.4185	8.8724
-5.4538	8.9085
-5.4794	8.9486
-5.5000	8.9909
-5.5185	9.0339
-5.5462	9.0732
-5.5769	9.1112
-5.5935	9.1551
-5.6077	9.1999
-5.6326	9.2403
-5.6538	9.2823
-5.6718	9.3256
-5.7000	9.3646
-5.7000	9.4154

-5.7308	9.5846
-5.6859	9.5705
-5.6718	9.5257
-5.6686	9.4763
-5.6328	9.4405
-5.5925	9.4155
-5.5566	9.3797
-5.5167	9.3538
-5.4787	9.3231
-5.4356	9.3048
-5.3998	9.2690
-5.3594	9.2441
-5.3236	9.2082
-5.2878	9.1724
-5.2628	9.1320
-5.2158	9.1231
-5.1776	9.1531
-5.1400	9.1846
-5.0969	9.2031
-5.0514	9.2154
-5.0072	9.2312
-4.9669	9.2562
-4.9311	9.2920
-4.9061	9.3323
-4.8812	9.3727
-4.8562	9.4130
-4.8312	9.4534
-4.7954	9.4892
-4.7615	9.5258
-4.7615	9.5765
-4.7808	9.6192
-4.8057	9.6596
-4.8198	9.7044
-4.8385	9.7474
-4.8588	9.7896
-4.8729	9.8345
-4.8979	9.8748
-4.9154	9.9182
-4.9308	9.9625
-4.9510	10.0048
-4.9759	10.0452
-4.9923	10.0891
-5.0077	10.1334
-5.0231	10.1777
-5.0431	10.2201
-5.0538	10.2663
-5.0364	10.3097
-4.9916	10.3223
-4.9557	10.2865
-4.9308	10.3077

-4.9462	10.2615
-4.9462	10.2110
-4.9308	10.1669
-4.9152	10.1229
-4.9000	10.0786
-4.8764	10.0379
-4.8538	9.9967
-4.8376	9.9530
-4.8231	9.9085
-4.7988	9.8680
-4.7769	9.8266
-4.7600	9.7831
-4.7352	9.7429
-4.7154	9.7005
-4.6964	9.6579
-4.6715	9.6177
-4.6347	9.5846
-4.5906	9.6000
-4.5509	9.6260
-4.5152	9.6618
-4.4794	9.6975
-4.4392	9.7223
-4.3954	9.7385
-4.3543	9.7611
-4.3615	9.8019
-4.3769	9.8460
-4.4016	9.8863
-4.4231	9.9279
-4.4404	9.9712
-4.4653	10.0114
-4.4901	10.0516
-4.5149	10.0919
-4.5308	10.1358
-4.5615	10.1736
-4.5895	10.2125
-4.6143	10.2527
-4.6391	10.2930
-4.6640	10.3332
-4.6846	10.3751
-4.7000	10.4193
-4.7276	10.4584
-4.7678	10.4832
-4.7818	10.5279
-4.8215	10.5538
-4.8712	10.5558
-4.9069	10.5915
-4.9471	10.5836
-4.9874	10.5588
-5.0231	10.5231

-4.6846	10.5538
-4.6594	10.5132
-4.6232	10.4771
-4.5980	10.4364
-4.5836	10.3913
-4.5583	10.3506
-4.5331	10.3100
-4.5078	10.2693
-4.4825	10.2287
-4.4573	10.1880
-4.4320	10.1474
-4.4077	10.1064
-4.3923	10.0616
-4.3615	10.0233
-4.3419	9.9803
-4.3154	9.9402
-4.2846	9.9018
-4.2661	9.8584
-4.2385	9.8187
-4.2231	9.7740
-4.1858	9.7473
-4.1406	9.7440
-4.1154	9.7231

-4.1308	9.7846
-4.1000	9.8134
-4.0657	9.8497
-4.0254	9.8746
-4.0231	9.9242
-4.0231	9.9747
-4.0385	10.0189
-4.0538	10.0631
-4.0692	10.1072
-4.0829	10.1521
-4.0860	10.2014
-4.1000	10.2461
-4.1154	10.2903
-4.1308	10.3345
-4.1420	10.3804
-4.1559	10.4252
-4.1769	10.4670
-4.1923	10.5112
-4.2077	10.5554
-4.2231	10.5996
-4.2385	10.6437
-4.2616	10.6847
-4.2846	10.7257
-4.3005	10.7697
-4.3253	10.8099
-4.3393	10.8547
-4.3642	10.8949
-4.4044	10.9198
-4.4447	10.9447
-4.4914	10.9538
-4.5297	10.9242
-4.5654	10.8884
-4.5903	10.8482
-4.6305	10.8233
-4.6714	10.8000
-4.7200	10.7953
-4.7661	10.7846
-4.8141	10.7783
-4.8609	10.7692
-4.9114	10.7692
-4.9620	10.7692
-5.0066	10.7549
-5.0503	10.7385
-5.0871	10.7052
-5.1259	10.6769
-5.1637	10.6462
-5.2033	10.6197
-5.2457	10.6000
-5.2883	10.5809
-5.3277	10.5538
-5.3643	10.5203
-5.4001	10.4845
-5.4403	10.4597
-5.4761	10.4239
-5.5118	10.3882
-5.5475	10.3525
-5.5833	10.3167
-5.6190	10.2810
-5.6548	10.2452
-5.6905	10.2095
-5.7308	10.1846

-5.7308	10.2923
-5.6907	10.3170
-5.6551	10.3526
-5.6196	10.3881
-5.5840	10.4237
-5.5484	10.4593
-5.5128	10.4948
-5.4742	10.5231
-5.4372	10.5551
-5.4016	10.5907
-5.3616	10.6154
-5.3240	10.6462
-5.2859	10.6756
-5.2425	10.6923
-5.2013	10.7141
-5.1657	10.7497
-5.1256	10.7744
-5.0900	10.8100
-5.0484	10.8308
-5.0044	10.8462
-4.9541	10.8462
-4.9038	10.8462
-4.8599	10.8615
-4.8096	10.8615
-4.7600	10.8631
-4.7154	10.8769
-4.6714	10.8923
-4.6352	10.9263
-4.6077	10.9652
-4.5742	11.0000
-4.5349	11.0266
-4.4863	11.0308
-4.4360	11.0308
-4.3921	11.0154
-4.3521	10.9905
-4.3165	10.9550
-4.2764	10.9303
-4.2291	10.9231
-4.1788	10.9231
-4.1349	10.9385
-4.0846	10.9385
-4.0406	10.9538
-3.9967	10.9692
-3.9528	10.9846
-3.9062	10.9938
-3.8585	11.0000
-3.8082	11.0000
-3.7579	11.0000
-3.7076	11.0000
-3.6608	10.9916
-3.6134	10.9846
-3.5631	10.9846
-3.5181	10.9973
-3.4780	11.0220
-3.4424	11.0576
-3.4023	11.0823
-3.3562	11.0923
-3.3059	11.0923
-3.2846	11.1303
-3.2846	11.1807
-3.2692	11.2246
-3.2692	11.2749
-3.2569	11.3201
-3.2538	11.3691
-3.2385	11.4130
-3.2231	11.4570
-3.2016	11.4984
-3.1615	11.5231

-3.1308	11.3692
-3.1462	11.3243
-3.1598	11.2786
-3.1615	11.2280
-3.1615	11.1767
-3.1615	11.1254
-3.1744	11.0794
-3.1769	11.0292
-3.1722	10.9799
-3.1316	10.9538
-3.0803	10.9538
-3.0290	10.9538
-2.9777	10.9538
-2.9264	10.9538
-2.8779	10.9606
-2.8301	10.9692
-2.7828	10.9788
-2.7339	10.9846
-2.6890	11.0000
-2.6440	10.9846
-2.6231	11.0240
-2.6437	11.0668
-2.6800	11.1030
-2.7253	11.1176
-2.7615	11.1538

-2.7308	11.1692
-2.7338	11.2184
-2.7586	11.2586
-2.7769	11.3014
-2.7923	11.3454
-2.8077	11.3895
-2.8231	11.4335
-2.8385	11.4776
-2.8528	11.5221
-2.8667	11.5667
-2.8806	11.6114
-2.8846	11.6602
-2.9000	11.7042
-2.9000	11.7546
-2.9154	11.7987
-2.9427	11.8308
-2.9932	11.8308
-3.0231	11.8603
-3.0505	11.8923
-3.0961	11.8808
-3.1386	11.8615
-3.1826	11.8462
-3.2267	11.8308
-3.2707	11.8154
-3.3148	11.8000
-3.3588	11.7846
-3.3998	11.7617
-3.4385	11.7364
-3.4692	11.7077

-3.5308	11.6308
-3.5815	11.6308
-3.6251	11.6134
-3.6610	11.5775
-3.7083	11.5692
-3.7553	11.5601
-3.8002	11.5460
-3.8451	11.5318
-3.8900	11.5177
-3.9349	11.5036
-3.9753	11.4785
-4.0247	11.4753
-4.0696	11.4611
-4.1142	11.4462
-4.1586	11.4308
-4.2029	11.4154
-4.2537	11.4154
-4.3032	11.4122
-4.3481	11.3981
-4.3932	11.3846
-4.4376	11.3692
-4.4820	11.3538
-4.5277	11.3416
-4.5726	11.3274
-4.6175	11.3133
-4.6596	11.2923
-4.7028	11.2741
-4.7432	11.2491
-4.7881	11.2350
-4.8371	11.2308
-4.8815	11.2154
-4.9228	11.1926
-4.9639	11.1692
-5.0036	11.1426
-5.0463	11.1231
-5.0889	11.1034
-5.1293	11.0784
-5.1697	11.0534
-5.2111	11.0308
-5.2505	11.0034
-5.2935	10.9846
-5.3315	10.9538
-5.3759	10.9385
-5.4139	10.9077
-5.4525	10.8783
-5.4929	10.8533
-5.5333	10.8283
-5.5737	10.8032
-5.6104	10.7692
-5.6500	10.7423
-5.6904	10.7173
-5.7308	10.6923

-4.6077	11.4308
-4.5637	11.4462
-4.5197	11.4615
-4.4757	11.4769
-4.4317	11.4923
-4.3877	11.5077
-4.3444	11.5248
-4.3043	11.5495
-4.2597	11.5634
-4.2181	11.5846
-4.1741	11.6000
-4.1301	11.6154
-4.0861	11.6308
-4.0421	11.6462
-3.9982	11.6615
-3.9542	11.6769
-3.9072	11.6851
-3.8662	11.7077
-3.8222	11.7231
-3.7778	11.7376
-3.7287	11.7405
-3.6838	11.7538
-3.6398	11.7692
-3.5958	11.7846
-3.5518	11.8000
-3.5079	11.8154
-3.4639	11.8308
-3.4208	11.8484
-3.3762	11.8623
-3.3319	11.8769
-3.2914	11.9009
-3.2468	11.9147
-3.2022	11.9286
-3.1621	11.9533
-3.1183	11.9692
-3.0743	11.9846
-3.0282	11.9949
-2.9881	12.0196
-2.9479	12.0444
-2.9047	12.0615
-2.8671	12.0923
-2.8231	12.1077

-2.8231	12.0769
-2.7923	12.0320
-2.7633	11.9864
-2.7769	11.9359
-2.7977	11.8869
-2.8385	11.8462

-3.0077	11.8154
-3.0335	11.7742
-3.0702	11.7375
-3.0732	11.6963
-3.0692	11.6461
-3.0692	11.5942
-3.0692	11.5423
-3.0692	11.4904
-3.0538	11.4449
-3.0692	11.3994
-3.1000	11.3692

-3.5462	10.8154
-3.5462	10.7643
-3.5462	10.7133
-3.5462	10.6622
-3.5323	10.6169
-3.5436	10.5718
-3.5462	10.5217
-3.5462	10.4707
-3.5462	10.4196
-3.5348	10.3733
-3.5308	10.3239
-3.5308	10.2728
-3.5308	10.2217
-3.5209	10.1748
-3.5308	10.1324
-3.5308	10.0813
-3.5308	10.0302
-3.5308	9.9792
-3.5234	9.9311
-3.5308	9.8898
-3.5308	9.8387
-3.5308	9.7876
-3.5308	9.7366
-3.5151	9.6920
-3.4703	9.6769
-3.4192	9.6769
-3.3681	9.6769
-3.3235	9.6923
-3.2805	9.7118
-3.2404	9.7385
-3.1958	9.7538
-3.1447	9.7538
-3.1000	9.7692

-3.1000	9.8000
-3.1142	9.8450
-3.1284	9.8899
-3.1308	9.9398
-3.1462	9.9842
-3.1601	10.0293
-3.1743	10.0743
-3.1769	10.1240
-3.1923	10.1685
-3.2077	10.2130
-3.2093	10.2631
-3.2235	10.3081
-3.2385	10.3527
-3.2410	10.4025
-3.2538	10.4480
-3.2585	10.4970
-3.2692	10.5433
-3.2692	10.5942
-3.2846	10.6387
-3.2846	10.6895
-3.2846	10.7403
-3.2846	10.7912
-3.2846	10.8420
-3.2846	10.8929
-3.2846	10.9437
-3.3134	10.9826
-3.3570	11.0000
-3.4033	10.9890
-3.4393	10.9530
-3.4777	10.9231
-3.5222	10.9077
-3.5666	10.8923
-3.6111	10.9077
-3.6619	10.9077
-3.7128	10.9077
-3.7572	10.9231
-3.8081	10.9231
-3.8525	10.9077
-3.9034	10.9077
-3.9479	10.8923
-3.9923	10.8769
-4.0373	10.8627
-4.0867	10.8594
-4.1321	10.8462
-4.1829	10.8462
-4.2338	10.8462
-4.2846	10.8462

-4.2231	10.8000
-4.1984	10.7600
-4.1769	10.7186
-4.1600	10.6754
-4.1354	10.6354
-4.1154	10.5934
-4.0969	10.5508
-4.0723	10.5107
-4.0585	10.4662
-4.0385	10.4243
-4.0231	10.3804
